source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,ruwe
64974437053304448,56.34799005892456,23.38214863839851,2.053006541761238,0.20529139,13.5243414777627,-22.709760090195324,18.418259,2.5141182,1.0085722
69932414156920448,56.151003619912814,25.622863995507505,0.6927393766043214,0.0692275,-0.4412463501005668,-8.964459783381,16.869162,1.3129692,1.0346785
67293139575642112,58.30005046619314,25.5992579568016,1.0818077703491513,0.10804673,1.9162561210626445,-7.404495548260959,17.572952,1.8564377,1.0001143
70318372802166272,55.82746790241625,26.563984613438276,3.8483473818068843,0.38435188,2.6262308598583686,0.409975383095897,19.519371,2.581171,1.0057927
64851532269021056,56.27028695936438,22.86349437535122,3.1421476962808415,0.31371346,4.244579828673221,-2.4583066855827473,19.16054,3.030119,1.0948734
66430465325763584,57.77345093523786,23.444875755924716,4.520727289505626,0.45095074,-1.6958842757044494,-12.084138751716255,19.515524,3.0278301,1.0994742
69875132177381376,56.543096115618994,25.50755122920181,0.5169723381108806,0.051538184,3.0873223533339105,-3.1986008218837307,16.187763,0.9824629,0.95263326
66251695904783232,59.406710605535736,24.891342281417597,0.7076665341886662,0.07051939,-0.23313610440757537,-4.940512580556243,16.836111,1.3493118,1.0563359
65669229620423936,58.05387103054808,23.35711265519583,2.4608775926466433,0.24517877,12.405801927996336,-3.2430774518859606,18.70953,2.768118,1.0063924
69438905234413568,54.371770721069126,25.911604176032114,0.6264478241891649,0.06239597,2.2110778803433244,-5.114653781391999,16.355658,1.1103773,1.0031444
68219027147537408,54.42459084284011,24.136325140510653,2.1541769676794003,0.21440767,-22.77174450768326,-2.9042643905622327,17.91147,2.6114693,1.0706265
63324070099699456,57.0084595115062,21.16583036299102,1.547929656670904,0.15402158,-0.07211743215094983,-0.5390867872380057,18.212866,2.3066807,1.0260385
64447500401386880,55.44392018322701,22.42933586448568,0.6241029222150318,0.06208494,5.189777960941619,-6.0212076565870944,16.301935,1.1681633,1.1421196
66759120521026816,57.34714817066326,24.603243749682424,2.8991200333406555,0.28835738,9.466455187456493,-4.126637602537944,19.144049,2.8058224,0.922237
64029819125663232,57.07831831767958,22.503356561646793,2.7095952919992197,0.26940525,3.610004493491248,-4.778942727564912,18.68438,2.7610188,0.9074762
63798303208898944,58.90643673769373,21.908008537267214,2.557489964510478,0.25427738,14.251346378557113,-18.70431871767498,18.93485,2.8549042,1.0487304
66988093818505216,57.493129728268556,25.77958510184182,0.7451959408016936,0.07394465,2.4347679917701215,-8.330175063846186,17.0051,1.3118649,1.0776116
68511226658286720,54.18198219013972,24.85318629570147,2.0619301718888505,0.20439416,36.936559416377115,-7.269523366216981,18.56373,2.6201763,0.93858266
68230919912536192,54.87024600608302,24.25888063833018,2.686558064759476,0.26609278,-1.822786765773581,-1.8743195131582193,18.690126,3.100834,1.0215039
64058685604585472,57.35788432128396,22.328986217444474,0.743244431156108,0.07347707,2.643806537612904,-0.715826348133425,16.353838,1.1345568,1.0908254
51753432501549696,58.58621439766853,21.56968830392284,0.7552550810059708,0.07464636,-1.4755598297893597,-12.083158398644445,16.944033,1.2839127,1.0300944
69918425447154560,56.23492728412123,25.50604508336898,1.0418392864017743,0.10276845,7.092215573595763,-9.545904452775474,17.320383,1.8141842,1.0882691
65085423304390400,56.00621433997648,23.495768436993608,1.2261396772437514,0.12092564,1.850634617442059,-6.740345891874556,17.77379,2.0483017,1.0066978
63944229017895808,57.42831502464358,22.042500314559994,1.1304191568182718,0.11144707,7.078918195310159,7.053406025476341,17.604307,1.6840763,1.0284494
70389810996036096,57.56394454665263,26.27990046493671,0.46468828761149594,0.045771975,-1.5283957813742328,-0.15534142692221187,15.807501,0.98679924,1.002893
66590036248928128,58.21858733119182,24.304227217604858,1.3652452738208944,0.13438469,11.690983035772465,-23.8021104768512,17.955559,2.094553,1.0437547
